Región,Productos seleccionados,Unidad de medida,Período,Precio,Año,Mes,Orden_Periodo
GBA,Pollo entero,kg,Año 2019 - Abril,91.78,2019,Abril,201904.0
GBA,Aceite de girasol,"1,5 litros",Año 2019 - Abril,101.13,2019,Abril,201904.0
GBA,Leche fresca entera sachet,Litro,Año 2019 - Abril,42.25,2019,Abril,201904.0
GBA,Huevos de gallina,Docena,Año 2019 - Abril,73.78,2019,Abril,201904.0
GBA,Papa,kg,Año 2019 - Abril,20.83,2019,Abril,201904.0
GBA,Azúcar,kg,Año 2019 - Abril,33.86,2019,Abril,201904.0
GBA,Detergente líquido,750 cc,Año 2019 - Abril,46.01,2019,Abril,201904.0
GBA,Lavandina,1.000 cc,Año 2019 - Abril,34.68,2019,Abril,201904.0
GBA,Jabón de tocador,125 g,Año 2019 - Abril,27.17,2019,Abril,201904.0
Pampeana,Pan francés,kg,Año 2019 - Abril,64.71,2019,Abril,201904.0
Pampeana,Harina de trigo común,kg,Año 2019 - Abril,32.02,2019,Abril,201904.0
Pampeana,Arroz blanco simple,kg,Año 2019 - Abril,44.88,2019,Abril,201904.0
Pampeana,Fideos secos tipo guisero,500 g,Año 2019 - Abril,41.45,2019,Abril,201904.0
Pampeana,Carne picada común,kg,Año 2019 - Abril,152.17,2019,Abril,201904.0
Pampeana,Pollo entero,kg,Año 2019 - Abril,93.19,2019,Abril,201904.0
Pampeana,Aceite de girasol,"1,5 litros",Año 2019 - Abril,107.25,2019,Abril,201904.0
Pampeana,Leche fresca entera sachet,Litro,Año 2019 - Abril,46.09,2019,Abril,201904.0
Pampeana,Huevos de gallina,Docena,Año 2019 - Abril,72.45,2019,Abril,201904.0
Pampeana,Papa,kg,Año 2019 - Abril,19.75,2019,Abril,201904.0
Pampeana,Azúcar,kg,Año 2019 - Abril,33.96,2019,Abril,201904.0
Pampeana,Detergente líquido,750 cc,Año 2019 - Abril,47.29,2019,Abril,201904.0
Pampeana,Lavandina,1.000 cc,Año 2019 - Abril,32.98,2019,Abril,201904.0
Pampeana,Jabón de tocador,125 g,Año 2019 - Abril,28.43,2019,Abril,201904.0
Noreste,Pan francés,kg,Año 2019 - Abril,58.86,2019,Abril,201904.0
Noreste,Harina de trigo común,kg,Año 2019 - Abril,31.18,2019,Abril,201904.0
Noreste,Arroz blanco simple,kg,Año 2019 - Abril,43.85,2019,Abril,201904.0
Noreste,Fideos secos tipo guisero,500 g,Año 2019 - Abril,35.51,2019,Abril,201904.0
Noreste,Carne picada común,kg,Año 2019 - Abril,143.0,2019,Abril,201904.0
Noreste,Pollo entero,kg,Año 2019 - Abril,92.27,2019,Abril,201904.0
Noreste,Aceite de girasol,"1,5 litros",Año 2019 - Abril,104.43,2019,Abril,201904.0
Noreste,Leche fresca entera sachet,Litro,Año 2019 - Abril,46.24,2019,Abril,201904.0
Noreste,Huevos de gallina,Docena,Año 2019 - Abril,65.56,2019,Abril,201904.0
Noreste,Papa,kg,Año 2019 - Abril,20.04,2019,Abril,201904.0
Noreste,Azúcar,kg,Año 2019 - Abril,32.2,2019,Abril,201904.0
Noreste,Detergente líquido,750 cc,Año 2019 - Abril,43.41,2019,Abril,201904.0
Noreste,Lavandina,1.000 cc,Año 2019 - Abril,34.19,2019,Abril,201904.0
Noreste,Jabón de tocador,125 g,Año 2019 - Abril,26.85,2019,Abril,201904.0
Noroeste,Pan francés,kg,Año 2019 - Abril,64.93,2019,Abril,201904.0
Noroeste,Harina de trigo común,kg,Año 2019 - Abril,30.63,2019,Abril,201904.0
Noroeste,Arroz blanco simple,kg,Año 2019 - Abril,39.42,2019,Abril,201904.0
Noroeste,Fideos secos tipo guisero,500 g,Año 2019 - Abril,34.01,2019,Abril,201904.0
Noroeste,Carne picada común,kg,Año 2019 - Abril,155.82,2019,Abril,201904.0
Noroeste,Pollo entero,kg,Año 2019 - Abril,91.45,2019,Abril,201904.0
Noroeste,Aceite de girasol,"1,5 litros",Año 2019 - Abril,105.44,2019,Abril,201904.0
Noroeste,Leche fresca entera sachet,Litro,Año 2019 - Abril,45.44,2019,Abril,201904.0
Noroeste,Huevos de gallina,Docena,Año 2019 - Abril,68.09,2019,Abril,201904.0
Noroeste,Papa,kg,Año 2019 - Abril,16.28,2019,Abril,201904.0
Noroeste,Azúcar,kg,Año 2019 - Abril,29.81,2019,Abril,201904.0
Noroeste,Detergente líquido,750 cc,Año 2019 - Abril,44.96,2019,Abril,201904.0
Noroeste,Lavandina,1.000 cc,Año 2019 - Abril,32.11,2019,Abril,201904.0
Noroeste,Jabón de tocador,125 g,Año 2019 - Abril,27.17,2019,Abril,201904.0
Cuyo,Pan francés,kg,Año 2019 - Abril,59.5,2019,Abril,201904.0
Cuyo,Harina de trigo común,kg,Año 2019 - Abril,30.08,2019,Abril,201904.0
Cuyo,Arroz blanco simple,kg,Año 2019 - Abril,43.35,2019,Abril,201904.0
Cuyo,Fideos secos tipo guisero,500 g,Año 2019 - Abril,41.34,2019,Abril,201904.0
Cuyo,Carne picada común,kg,Año 2019 - Abril,147.41,2019,Abril,201904.0
Cuyo,Pollo entero,kg,Año 2019 - Abril,95.84,2019,Abril,201904.0
Cuyo,Aceite de girasol,"1,5 litros",Año 2019 - Abril,101.41,2019,Abril,201904.0
Cuyo,Leche fresca entera sachet,Litro,Año 2019 - Abril,47.31,2019,Abril,201904.0
Cuyo,Huevos de gallina,Docena,Año 2019 - Abril,80.47,2019,Abril,201904.0
Cuyo,Papa,kg,Año 2019 - Abril,19.1,2019,Abril,201904.0
Cuyo,Azúcar,kg,Año 2019 - Abril,33.68,2019,Abril,201904.0
Cuyo,Detergente líquido,750 cc,Año 2019 - Abril,46.84,2019,Abril,201904.0
Cuyo,Lavandina,1.000 cc,Año 2019 - Abril,34.14,2019,Abril,201904.0
Cuyo,Jabón de tocador,125 g,Año 2019 - Abril,28.1,2019,Abril,201904.0
Patagonia,Pan francés,kg,Año 2019 - Abril,75.61,2019,Abril,201904.0
Patagonia,Harina de trigo común,kg,Año 2019 - Abril,34.41,2019,Abril,201904.0
Patagonia,Arroz blanco simple,kg,Año 2019 - Abril,51.81,2019,Abril,201904.0
Patagonia,Fideos secos tipo guisero,500 g,Año 2019 - Abril,46.08,2019,Abril,201904.0
Patagonia,Carne picada común,kg,Año 2019 - Abril,189.76,2019,Abril,201904.0
Patagonia,Pollo entero,kg,Año 2019 - Abril,101.49,2019,Abril,201904.0
Patagonia,Aceite de girasol,"1,5 litros",Año 2019 - Abril,104.53,2019,Abril,201904.0
Patagonia,Leche fresca entera sachet,Litro,Año 2019 - Abril,49.61,2019,Abril,201904.0
Patagonia,Huevos de gallina,Docena,Año 2019 - Abril,84.71,2019,Abril,201904.0
Patagonia,Papa,kg,Año 2019 - Abril,29.5,2019,Abril,201904.0
Patagonia,Azúcar,kg,Año 2019 - Abril,37.03,2019,Abril,201904.0
Patagonia,Detergente líquido,750 cc,Año 2019 - Abril,75.2,2019,Abril,201904.0
Patagonia,Lavandina,1.000 cc,Año 2019 - Abril,35.76,2019,Abril,201904.0
Patagonia,Jabón de tocador,125 g,Año 2019 - Abril,30.01,2019,Abril,201904.0
GBA,Pan francés,kg,Año 2019 - Mayo,83.89,2019,Mayo,201905.0
GBA,Harina de trigo común,kg,Año 2019 - Mayo,33.15,2019,Mayo,201905.0
GBA,Arroz blanco simple,kg,Año 2019 - Mayo,44.27,2019,Mayo,201905.0
GBA,Fideos secos tipo guisero,500 g,Año 2019 - Mayo,48.3,2019,Mayo,201905.0
GBA,Carne picada común,kg,Año 2019 - Mayo,137.67,2019,Mayo,201905.0
GBA,Pollo entero,kg,Año 2019 - Mayo,84.65,2019,Mayo,201905.0
GBA,Aceite de girasol,"1,5 litros",Año 2019 - Mayo,106.54,2019,Mayo,201905.0
GBA,Leche fresca entera sachet,Litro,Año 2019 - Mayo,44.32,2019,Mayo,201905.0
GBA,Huevos de gallina,Docena,Año 2019 - Mayo,75.56,2019,Mayo,201905.0
GBA,Papa,kg,Año 2019 - Mayo,21.06,2019,Mayo,201905.0
GBA,Azúcar,kg,Año 2019 - Mayo,36.17,2019,Mayo,201905.0
GBA,Detergente líquido,750 cc,Año 2019 - Mayo,48.33,2019,Mayo,201905.0
GBA,Lavandina,1.000 cc,Año 2019 - Mayo,36.35,2019,Mayo,201905.0
GBA,Jabón de tocador,125 g,Año 2019 - Mayo,28.34,2019,Mayo,201905.0
Pampeana,Pan francés,kg,Año 2019 - Mayo,67.0,2019,Mayo,201905.0
Pampeana,Harina de trigo común,kg,Año 2019 - Mayo,32.98,2019,Mayo,201905.0
Pampeana,Arroz blanco simple,kg,Año 2019 - Mayo,46.46,2019,Mayo,201905.0
Pampeana,Fideos secos tipo guisero,500 g,Año 2019 - Mayo,43.4,2019,Mayo,201905.0
Pampeana,Carne picada común,kg,Año 2019 - Mayo,155.3,2019,Mayo,201905.0
Pampeana,Pollo entero,kg,Año 2019 - Mayo,88.35,2019,Mayo,201905.0
Pampeana,Aceite de girasol,"1,5 litros",Año 2019 - Mayo,110.14,2019,Mayo,201905.0
Pampeana,Leche fresca entera sachet,Litro,Año 2019 - Mayo,48.29,2019,Mayo,201905.0
Pampeana,Huevos de gallina,Docena,Año 2019 - Mayo,73.98,2019,Mayo,201905.0
Pampeana,Papa,kg,Año 2019 - Mayo,19.89,2019,Mayo,201905.0
Pampeana,Azúcar,kg,Año 2019 - Mayo,35.69,2019,Mayo,201905.0
Pampeana,Detergente líquido,750 cc,Año 2019 - Mayo,49.06,2019,Mayo,201905.0
Pampeana,Lavandina,1.000 cc,Año 2019 - Mayo,33.74,2019,Mayo,201905.0
Pampeana,Jabón de tocador,125 g,Año 2019 - Mayo,29.28,2019,Mayo,201905.0
Noreste,Pan francés,kg,Año 2019 - Mayo,60.08,2019,Mayo,201905.0
Noreste,Harina de trigo común,kg,Año 2019 - Mayo,31.49,2019,Mayo,201905.0
Noreste,Arroz blanco simple,kg,Año 2019 - Mayo,45.7,2019,Mayo,201905.0
Noreste,Fideos secos tipo guisero,500 g,Año 2019 - Mayo,36.73,2019,Mayo,201905.0
Noreste,Carne picada común,kg,Año 2019 - Mayo,145.5,2019,Mayo,201905.0
Noreste,Pollo entero,kg,Año 2019 - Mayo,90.0,2019,Mayo,201905.0
Noreste,Aceite de girasol,"1,5 litros",Año 2019 - Mayo,107.57,2019,Mayo,201905.0
Noreste,Leche fresca entera sachet,Litro,Año 2019 - Mayo,48.78,2019,Mayo,201905.0
Noreste,Huevos de gallina,Docena,Año 2019 - Mayo,66.59,2019,Mayo,201905.0
Noreste,Papa,kg,Año 2019 - Mayo,20.65,2019,Mayo,201905.0
Noreste,Azúcar,kg,Año 2019 - Mayo,33.73,2019,Mayo,201905.0
Noreste,Detergente líquido,750 cc,Año 2019 - Mayo,45.17,2019,Mayo,201905.0
Noreste,Lavandina,1.000 cc,Año 2019 - Mayo,35.37,2019,Mayo,201905.0
Noreste,Jabón de tocador,125 g,Año 2019 - Mayo,27.25,2019,Mayo,201905.0
Noroeste,Pan francés,kg,Año 2019 - Mayo,66.7,2019,Mayo,201905.0
Noroeste,Harina de trigo común,kg,Año 2019 - Mayo,31.27,2019,Mayo,201905.0
Noroeste,Arroz blanco simple,kg,Año 2019 - Mayo,40.69,2019,Mayo,201905.0
Noroeste,Fideos secos tipo guisero,500 g,Año 2019 - Mayo,34.66,2019,Mayo,201905.0
Noroeste,Carne picada común,kg,Año 2019 - Mayo,159.77,2019,Mayo,201905.0
Noroeste,Pollo entero,kg,Año 2019 - Mayo,85.41,2019,Mayo,201905.0
Noroeste,Aceite de girasol,"1,5 litros",Año 2019 - Mayo,108.31,2019,Mayo,201905.0
Noroeste,Leche fresca entera sachet,Litro,Año 2019 - Mayo,47.77,2019,Mayo,201905.0
Noroeste,Huevos de gallina,Docena,Año 2019 - Mayo,69.11,2019,Mayo,201905.0
Noroeste,Papa,kg,Año 2019 - Mayo,16.34,2019,Mayo,201905.0
Noroeste,Azúcar,kg,Año 2019 - Mayo,31.0,2019,Mayo,201905.0
Noroeste,Detergente líquido,750 cc,Año 2019 - Mayo,47.25,2019,Mayo,201905.0
Noroeste,Lavandina,1.000 cc,Año 2019 - Mayo,34.05,2019,Mayo,201905.0
Noroeste,Jabón de tocador,125 g,Año 2019 - Mayo,28.21,2019,Mayo,201905.0
Cuyo,Pan francés,kg,Año 2019 - Mayo,60.98,2019,Mayo,201905.0
Cuyo,Harina de trigo común,kg,Año 2019 - Mayo,31.9,2019,Mayo,201905.0
Cuyo,Arroz blanco simple,kg,Año 2019 - Mayo,44.65,2019,Mayo,201905.0
Cuyo,Fideos secos tipo guisero,500 g,Año 2019 - Mayo,43.4,2019,Mayo,201905.0
Cuyo,Carne picada común,kg,Año 2019 - Mayo,148.25,2019,Mayo,201905.0
Cuyo,Pollo entero,kg,Año 2019 - Mayo,90.02,2019,Mayo,201905.0
Cuyo,Aceite de girasol,"1,5 litros",Año 2019 - Mayo,103.11,2019,Mayo,201905.0
Cuyo,Leche fresca entera sachet,Litro,Año 2019 - Mayo,49.09,2019,Mayo,201905.0
Cuyo,Huevos de gallina,Docena,Año 2019 - Mayo,83.12,2019,Mayo,201905.0
Cuyo,Papa,kg,Año 2019 - Mayo,18.83,2019,Mayo,201905.0
Cuyo,Azúcar,kg,Año 2019 - Mayo,35.92,2019,Mayo,201905.0
Cuyo,Detergente líquido,750 cc,Año 2019 - Mayo,49.75,2019,Mayo,201905.0
Cuyo,Lavandina,1.000 cc,Año 2019 - Mayo,35.05,2019,Mayo,201905.0
Cuyo,Jabón de tocador,125 g,Año 2019 - Mayo,29.33,2019,Mayo,201905.0
Patagonia,Pan francés,kg,Año 2019 - Mayo,78.78,2019,Mayo,201905.0
Patagonia,Harina de trigo común,kg,Año 2019 - Mayo,35.36,2019,Mayo,201905.0
Patagonia,Arroz blanco simple,kg,Año 2019 - Mayo,53.94,2019,Mayo,201905.0
Patagonia,Fideos secos tipo guisero,500 g,Año 2019 - Mayo,46.84,2019,Mayo,201905.0
Patagonia,Carne picada común,kg,Año 2019 - Mayo,197.06,2019,Mayo,201905.0
Patagonia,Pollo entero,kg,Año 2019 - Mayo,100.27,2019,Mayo,201905.0
Patagonia,Aceite de girasol,"1,5 litros",Año 2019 - Mayo,108.88,2019,Mayo,201905.0
Patagonia,Leche fresca entera sachet,Litro,Año 2019 - Mayo,51.8,2019,Mayo,201905.0
Patagonia,Huevos de gallina,Docena,Año 2019 - Mayo,87.36,2019,Mayo,201905.0
Patagonia,Papa,kg,Año 2019 - Mayo,30.26,2019,Mayo,201905.0
Patagonia,Azúcar,kg,Año 2019 - Mayo,39.02,2019,Mayo,201905.0
Patagonia,Detergente líquido,750 cc,Año 2019 - Mayo,75.82,2019,Mayo,201905.0
Patagonia,Lavandina,1.000 cc,Año 2019 - Mayo,37.03,2019,Mayo,201905.0
Patagonia,Jabón de tocador,125 g,Año 2019 - Mayo,31.41,2019,Mayo,201905.0
GBA,Pan francés,kg,Año 2019 - Junio,87.52,2019,Junio,201906.0
GBA,Harina de trigo común,kg,Año 2019 - Junio,34.3,2019,Junio,201906.0
GBA,Arroz blanco simple,kg,Año 2019 - Junio,45.36,2019,Junio,201906.0
GBA,Fideos secos tipo guisero,500 g,Año 2019 - Junio,48.47,2019,Junio,201906.0
GBA,Carne picada común,kg,Año 2019 - Junio,137.31,2019,Junio,201906.0
GBA,Pollo entero,kg,Año 2019 - Junio,84.0,2019,Junio,201906.0
GBA,Aceite de girasol,"1,5 litros",Año 2019 - Junio,108.98,2019,Junio,201906.0
GBA,Leche fresca entera sachet,Litro,Año 2019 - Junio,44.77,2019,Junio,201906.0
GBA,Huevos de gallina,Docena,Año 2019 - Junio,77.65,2019,Junio,201906.0
GBA,Papa,kg,Año 2019 - Junio,22.62,2019,Junio,201906.0
GBA,Azúcar,kg,Año 2019 - Junio,38.05,2019,Junio,201906.0
GBA,Detergente líquido,750 cc,Año 2019 - Junio,50.29,2019,Junio,201906.0
GBA,Lavandina,1.000 cc,Año 2019 - Junio,38.0,2019,Junio,201906.0
GBA,Jabón de tocador,125 g,Año 2019 - Junio,28.96,2019,Junio,201906.0
Pampeana,Pan francés,kg,Año 2019 - Junio,69.59,2019,Junio,201906.0
Pampeana,Harina de trigo común,kg,Año 2019 - Junio,33.97,2019,Junio,201906.0
Pampeana,Arroz blanco simple,kg,Año 2019 - Junio,47.63,2019,Junio,201906.0
Pampeana,Fideos secos tipo guisero,500 g,Año 2019 - Junio,43.85,2019,Junio,201906.0
Pampeana,Carne picada común,kg,Año 2019 - Junio,159.38,2019,Junio,201906.0
Pampeana,Pollo entero,kg,Año 2019 - Junio,86.4,2019,Junio,201906.0
Pampeana,Aceite de girasol,"1,5 litros",Año 2019 - Junio,112.49,2019,Junio,201906.0
Pampeana,Leche fresca entera sachet,Litro,Año 2019 - Junio,49.01,2019,Junio,201906.0
Pampeana,Huevos de gallina,Docena,Año 2019 - Junio,75.08,2019,Junio,201906.0
Pampeana,Papa,kg,Año 2019 - Junio,21.49,2019,Junio,201906.0
Pampeana,Azúcar,kg,Año 2019 - Junio,37.37,2019,Junio,201906.0
Pampeana,Detergente líquido,750 cc,Año 2019 - Junio,50.94,2019,Junio,201906.0
Pampeana,Lavandina,1.000 cc,Año 2019 - Junio,35.71,2019,Junio,201906.0
Pampeana,Jabón de tocador,125 g,Año 2019 - Junio,30.04,2019,Junio,201906.0
Noreste,Pan francés,kg,Año 2019 - Junio,62.04,2019,Junio,201906.0
Noreste,Harina de trigo común,kg,Año 2019 - Junio,32.67,2019,Junio,201906.0
Noreste,Arroz blanco simple,kg,Año 2019 - Junio,46.49,2019,Junio,201906.0
Noreste,Fideos secos tipo guisero,500 g,Año 2019 - Junio,37.47,2019,Junio,201906.0
Noreste,Carne picada común,kg,Año 2019 - Junio,151.78,2019,Junio,201906.0
Noreste,Pollo entero,kg,Año 2019 - Junio,89.01,2019,Junio,201906.0
Noreste,Aceite de girasol,"1,5 litros",Año 2019 - Junio,111.4,2019,Junio,201906.0
Noreste,Leche fresca entera sachet,Litro,Año 2019 - Junio,50.29,2019,Junio,201906.0
Noreste,Huevos de gallina,Docena,Año 2019 - Junio,67.45,2019,Junio,201906.0
Noreste,Papa,kg,Año 2019 - Junio,21.42,2019,Junio,201906.0
Noreste,Azúcar,kg,Año 2019 - Junio,34.98,2019,Junio,201906.0
Noreste,Detergente líquido,750 cc,Año 2019 - Junio,45.58,2019,Junio,201906.0
Noreste,Lavandina,1.000 cc,Año 2019 - Junio,34.68,2019,Junio,201906.0
Noreste,Jabón de tocador,125 g,Año 2019 - Junio,27.99,2019,Junio,201906.0
Noroeste,Pan francés,kg,Año 2019 - Junio,69.36,2019,Junio,201906.0
Noroeste,Harina de trigo común,kg,Año 2019 - Junio,32.22,2019,Junio,201906.0
Noroeste,Arroz blanco simple,kg,Año 2019 - Junio,41.65,2019,Junio,201906.0
Noroeste,Fideos secos tipo guisero,500 g,Año 2019 - Junio,35.71,2019,Junio,201906.0
Noroeste,Carne picada común,kg,Año 2019 - Junio,162.19,2019,Junio,201906.0
Noroeste,Pollo entero,kg,Año 2019 - Junio,82.72,2019,Junio,201906.0
Noroeste,Aceite de girasol,"1,5 litros",Año 2019 - Junio,110.27,2019,Junio,201906.0
Noroeste,Leche fresca entera sachet,Litro,Año 2019 - Junio,48.89,2019,Junio,201906.0
Noroeste,Huevos de gallina,Docena,Año 2019 - Junio,69.79,2019,Junio,201906.0
Noroeste,Papa,kg,Año 2019 - Junio,17.48,2019,Junio,201906.0
Noroeste,Azúcar,kg,Año 2019 - Junio,32.31,2019,Junio,201906.0
Noroeste,Detergente líquido,750 cc,Año 2019 - Junio,48.6,2019,Junio,201906.0
Noroeste,Lavandina,1.000 cc,Año 2019 - Junio,34.67,2019,Junio,201906.0
Noroeste,Jabón de tocador,125 g,Año 2019 - Junio,28.9,2019,Junio,201906.0
Cuyo,Pan francés,kg,Año 2019 - Junio,62.91,2019,Junio,201906.0
Cuyo,Harina de trigo común,kg,Año 2019 - Junio,33.28,2019,Junio,201906.0
Cuyo,Arroz blanco simple,kg,Año 2019 - Junio,45.9,2019,Junio,201906.0
Cuyo,Fideos secos tipo guisero,500 g,Año 2019 - Junio,43.96,2019,Junio,201906.0
Cuyo,Carne picada común,kg,Año 2019 - Junio,149.01,2019,Junio,201906.0
Cuyo,Pollo entero,kg,Año 2019 - Junio,87.33,2019,Junio,201906.0
Cuyo,Aceite de girasol,"1,5 litros",Año 2019 - Junio,106.46,2019,Junio,201906.0
Cuyo,Leche fresca entera sachet,Litro,Año 2019 - Junio,49.69,2019,Junio,201906.0
Cuyo,Huevos de gallina,Docena,Año 2019 - Junio,82.44,2019,Junio,201906.0
Cuyo,Papa,kg,Año 2019 - Junio,19.66,2019,Junio,201906.0
Cuyo,Azúcar,kg,Año 2019 - Junio,37.23,2019,Junio,201906.0
Cuyo,Detergente líquido,750 cc,Año 2019 - Junio,51.4,2019,Junio,201906.0
Cuyo,Lavandina,1.000 cc,Año 2019 - Junio,34.67,2019,Junio,201906.0
Cuyo,Jabón de tocador,125 g,Año 2019 - Junio,30.23,2019,Junio,201906.0
Patagonia,Pan francés,kg,Año 2019 - Junio,82.38,2019,Junio,201906.0
Patagonia,Harina de trigo común,kg,Año 2019 - Junio,36.08,2019,Junio,201906.0
Patagonia,Arroz blanco simple,kg,Año 2019 - Junio,54.22,2019,Junio,201906.0
Patagonia,Fideos secos tipo guisero,500 g,Año 2019 - Junio,48.37,2019,Junio,201906.0
Patagonia,Carne picada común,kg,Año 2019 - Junio,204.73,2019,Junio,201906.0
Patagonia,Pollo entero,kg,Año 2019 - Junio,97.65,2019,Junio,201906.0
Patagonia,Aceite de girasol,"1,5 litros",Año 2019 - Junio,111.52,2019,Junio,201906.0
Patagonia,Leche fresca entera sachet,Litro,Año 2019 - Junio,52.6,2019,Junio,201906.0
Patagonia,Huevos de gallina,Docena,Año 2019 - Junio,88.74,2019,Junio,201906.0
Patagonia,Papa,kg,Año 2019 - Junio,31.1,2019,Junio,201906.0
Patagonia,Azúcar,kg,Año 2019 - Junio,40.92,2019,Junio,201906.0
Patagonia,Detergente líquido,750 cc,Año 2019 - Junio,80.26,2019,Junio,201906.0
Patagonia,Lavandina,1.000 cc,Año 2019 - Junio,38.7,2019,Junio,201906.0
Patagonia,Jabón de tocador,125 g,Año 2019 - Junio,31.97,2019,Junio,201906.0
GBA,Pan francés,kg,Año 2019 - Julio,88.68,2019,Julio,201907.0
GBA,Harina de trigo común,kg,Año 2019 - Julio,34.85,2019,Julio,201907.0
GBA,Arroz blanco simple,kg,Año 2019 - Julio,45.83,2019,Julio,201907.0
GBA,Fideos secos tipo guisero,500 g,Año 2019 - Julio,49.29,2019,Julio,201907.0
GBA,Carne picada común,kg,Año 2019 - Julio,141.22,2019,Julio,201907.0
GBA,Pollo entero,kg,Año 2019 - Julio,80.72,2019,Julio,201907.0
GBA,Aceite de girasol,"1,5 litros",Año 2019 - Julio,112.8,2019,Julio,201907.0
GBA,Leche fresca entera sachet,Litro,Año 2019 - Julio,46.88,2019,Julio,201907.0
GBA,Huevos de gallina,Docena,Año 2019 - Julio,77.75,2019,Julio,201907.0
GBA,Papa,kg,Año 2019 - Julio,24.22,2019,Julio,201907.0
GBA,Azúcar,kg,Año 2019 - Julio,39.17,2019,Julio,201907.0
GBA,Detergente líquido,750 cc,Año 2019 - Julio,51.29,2019,Julio,201907.0
GBA,Lavandina,1.000 cc,Año 2019 - Julio,38.63,2019,Julio,201907.0
GBA,Jabón de tocador,125 g,Año 2019 - Julio,30.15,2019,Julio,201907.0
Pampeana,Pan francés,kg,Año 2019 - Julio,71.76,2019,Julio,201907.0
Pampeana,Harina de trigo común,kg,Año 2019 - Julio,34.42,2019,Julio,201907.0
Pampeana,Arroz blanco simple,kg,Año 2019 - Julio,49.14,2019,Julio,201907.0
Pampeana,Fideos secos tipo guisero,500 g,Año 2019 - Julio,44.39,2019,Julio,201907.0
Pampeana,Carne picada común,kg,Año 2019 - Julio,160.42,2019,Julio,201907.0
Pampeana,Pollo entero,kg,Año 2019 - Julio,83.79,2019,Julio,201907.0
Pampeana,Aceite de girasol,"1,5 litros",Año 2019 - Julio,116.68,2019,Julio,201907.0
Pampeana,Leche fresca entera sachet,Litro,Año 2019 - Julio,50.65,2019,Julio,201907.0
Pampeana,Huevos de gallina,Docena,Año 2019 - Julio,75.81,2019,Julio,201907.0
Pampeana,Papa,kg,Año 2019 - Julio,23.29,2019,Julio,201907.0
Pampeana,Azúcar,kg,Año 2019 - Julio,38.46,2019,Julio,201907.0
Pampeana,Detergente líquido,750 cc,Año 2019 - Julio,52.3,2019,Julio,201907.0
Pampeana,Lavandina,1.000 cc,Año 2019 - Julio,36.22,2019,Julio,201907.0
Pampeana,Jabón de tocador,125 g,Año 2019 - Julio,31.1,2019,Julio,201907.0
Noreste,Pan francés,kg,Año 2019 - Julio,63.44,2019,Julio,201907.0
Noreste,Harina de trigo común,kg,Año 2019 - Julio,34.31,2019,Julio,201907.0
Noreste,Arroz blanco simple,kg,Año 2019 - Julio,46.89,2019,Julio,201907.0
Noreste,Fideos secos tipo guisero,500 g,Año 2019 - Julio,38.05,2019,Julio,201907.0
Noreste,Carne picada común,kg,Año 2019 - Julio,154.82,2019,Julio,201907.0
Noreste,Pollo entero,kg,Año 2019 - Julio,87.02,2019,Julio,201907.0
Noreste,Aceite de girasol,"1,5 litros",Año 2019 - Julio,111.83,2019,Julio,201907.0
Noreste,Leche fresca entera sachet,Litro,Año 2019 - Julio,51.68,2019,Julio,201907.0
Noreste,Huevos de gallina,Docena,Año 2019 - Julio,67.67,2019,Julio,201907.0
Noreste,Papa,kg,Año 2019 - Julio,22.1,2019,Julio,201907.0
Noreste,Azúcar,kg,Año 2019 - Julio,35.49,2019,Julio,201907.0
Noreste,Detergente líquido,750 cc,Año 2019 - Julio,48.17,2019,Julio,201907.0
Noreste,Lavandina,1.000 cc,Año 2019 - Julio,35.48,2019,Julio,201907.0
Noreste,Jabón de tocador,125 g,Año 2019 - Julio,29.09,2019,Julio,201907.0
Noroeste,Pan francés,kg,Año 2019 - Julio,70.62,2019,Julio,201907.0
Noroeste,Harina de trigo común,kg,Año 2019 - Julio,32.93,2019,Julio,201907.0
Noroeste,Arroz blanco simple,kg,Año 2019 - Julio,42.65,2019,Julio,201907.0
Noroeste,Fideos secos tipo guisero,500 g,Año 2019 - Julio,36.01,2019,Julio,201907.0
Noroeste,Carne picada común,kg,Año 2019 - Julio,161.75,2019,Julio,201907.0
Noroeste,Pollo entero,kg,Año 2019 - Julio,81.12,2019,Julio,201907.0
Noroeste,Aceite de girasol,"1,5 litros",Año 2019 - Julio,112.61,2019,Julio,201907.0
Noroeste,Leche fresca entera sachet,Litro,Año 2019 - Julio,50.01,2019,Julio,201907.0
Noroeste,Huevos de gallina,Docena,Año 2019 - Julio,71.85,2019,Julio,201907.0
Noroeste,Papa,kg,Año 2019 - Julio,18.23,2019,Julio,201907.0
Noroeste,Azúcar,kg,Año 2019 - Julio,33.05,2019,Julio,201907.0
Noroeste,Detergente líquido,750 cc,Año 2019 - Julio,49.86,2019,Julio,201907.0
Noroeste,Lavandina,1.000 cc,Año 2019 - Julio,35.55,2019,Julio,201907.0
Noroeste,Jabón de tocador,125 g,Año 2019 - Julio,29.53,2019,Julio,201907.0
Cuyo,Pan francés,kg,Año 2019 - Julio,63.45,2019,Julio,201907.0
Cuyo,Harina de trigo común,kg,Año 2019 - Julio,33.73,2019,Julio,201907.0
Cuyo,Arroz blanco simple,kg,Año 2019 - Julio,47.26,2019,Julio,201907.0
Cuyo,Fideos secos tipo guisero,500 g,Año 2019 - Julio,45.42,2019,Julio,201907.0
