Región,Productos seleccionados,Unidad de medida,Período,Precio,Año,Mes,Orden_Periodo
Cuyo,Pan francés,kg,Año 2021 - Agosto,137.4961804,2021,Agosto,202108.0
Cuyo,Harina de trigo común,kg,Año 2021 - Agosto,61.08006404,2021,Agosto,202108.0
Cuyo,Arroz blanco simple,kg,Año 2021 - Agosto,125.5342302,2021,Agosto,202108.0
Cuyo,Fideos secos tipo guisero,500 g,Año 2021 - Agosto,71.69939258,2021,Agosto,202108.0
Cuyo,Carne picada común,kg,Año 2021 - Agosto,434.2004247,2021,Agosto,202108.0
Cuyo,Pollo entero,kg,Año 2021 - Agosto,208.9354352,2021,Agosto,202108.0
Cuyo,Aceite de girasol,"1,5 litros",Año 2021 - Agosto,325.9670675,2021,Agosto,202108.0
Cuyo,Leche fresca entera sachet,Litro,Año 2021 - Agosto,102.6749906,2021,Agosto,202108.0
Cuyo,Huevos de gallina,Docena,Año 2021 - Agosto,147.9630113,2021,Agosto,202108.0
Cuyo,Papa,kg,Año 2021 - Agosto,46.00787351,2021,Agosto,202108.0
Cuyo,Azúcar,kg,Año 2021 - Agosto,75.99028307,2021,Agosto,202108.0
Cuyo,Detergente líquido,750 cc,Año 2021 - Agosto,99.50207549,2021,Agosto,202108.0
Cuyo,Lavandina,1.000 cc,Año 2021 - Agosto,64.15311108,2021,Agosto,202108.0
Cuyo,Jabón de tocador,125 g,Año 2021 - Agosto,58.63082403,2021,Agosto,202108.0
Patagonia,Pan francés,kg,Año 2021 - Agosto,182.2251941,2021,Agosto,202108.0
Patagonia,Harina de trigo común,kg,Año 2021 - Agosto,65.97796047,2021,Agosto,202108.0
Patagonia,Arroz blanco simple,kg,Año 2021 - Agosto,133.5186146,2021,Agosto,202108.0
Patagonia,Fideos secos tipo guisero,500 g,Año 2021 - Agosto,82.1057792,2021,Agosto,202108.0
Patagonia,Carne picada común,kg,Año 2021 - Agosto,529.2329936,2021,Agosto,202108.0
Patagonia,Pollo entero,kg,Año 2021 - Agosto,205.7458322,2021,Agosto,202108.0
Patagonia,Aceite de girasol,"1,5 litros",Año 2021 - Agosto,290.8408789,2021,Agosto,202108.0
Patagonia,Leche fresca entera sachet,Litro,Año 2021 - Agosto,102.7488154,2021,Agosto,202108.0
Patagonia,Huevos de gallina,Docena,Año 2021 - Agosto,169.8286804,2021,Agosto,202108.0
Patagonia,Papa,kg,Año 2021 - Agosto,70.52171707,2021,Agosto,202108.0
Patagonia,Azúcar,kg,Año 2021 - Agosto,84.84822582,2021,Agosto,202108.0
Patagonia,Detergente líquido,750 cc,Año 2021 - Agosto,165.7507599,2021,Agosto,202108.0
Patagonia,Lavandina,1.000 cc,Año 2021 - Agosto,65.08877815,2021,Agosto,202108.0
Patagonia,Jabón de tocador,125 g,Año 2021 - Agosto,61.94398303,2021,Agosto,202108.0
GBA,Pan francés,kg,Año 2021 - Septiembre,190.09,2021,Septiembre,202109.0
GBA,Harina de trigo común,kg,Año 2021 - Septiembre,56.83,2021,Septiembre,202109.0
GBA,Arroz blanco simple,kg,Año 2021 - Septiembre,115.14,2021,Septiembre,202109.0
GBA,Fideos secos tipo guisero,500 g,Año 2021 - Septiembre,75.34,2021,Septiembre,202109.0
GBA,Carne picada común,kg,Año 2021 - Septiembre,431.41,2021,Septiembre,202109.0
GBA,Pollo entero,kg,Año 2021 - Septiembre,205.53,2021,Septiembre,202109.0
GBA,Aceite de girasol,"1,5 litros",Año 2021 - Septiembre,273.66,2021,Septiembre,202109.0
GBA,Leche fresca entera sachet,Litro,Año 2021 - Septiembre,93.73,2021,Septiembre,202109.0
GBA,Huevos de gallina,Docena,Año 2021 - Septiembre,152.16,2021,Septiembre,202109.0
GBA,Papa,kg,Año 2021 - Septiembre,51.18,2021,Septiembre,202109.0
GBA,Azúcar,kg,Año 2021 - Septiembre,78.15,2021,Septiembre,202109.0
GBA,Detergente líquido,750 cc,Año 2021 - Septiembre,96.43,2021,Septiembre,202109.0
GBA,Lavandina,1.000 cc,Año 2021 - Septiembre,64.63,2021,Septiembre,202109.0
GBA,Jabón de tocador,125 g,Año 2021 - Septiembre,61.38,2021,Septiembre,202109.0
Pampeana,Pan francés,kg,Año 2021 - Septiembre,160.34,2021,Septiembre,202109.0
Pampeana,Harina de trigo común,kg,Año 2021 - Septiembre,64.03,2021,Septiembre,202109.0
Pampeana,Arroz blanco simple,kg,Año 2021 - Septiembre,129.8,2021,Septiembre,202109.0
Pampeana,Fideos secos tipo guisero,500 g,Año 2021 - Septiembre,74.71,2021,Septiembre,202109.0
Pampeana,Carne picada común,kg,Año 2021 - Septiembre,481.11,2021,Septiembre,202109.0
Pampeana,Pollo entero,kg,Año 2021 - Septiembre,219.44,2021,Septiembre,202109.0
Pampeana,Aceite de girasol,"1,5 litros",Año 2021 - Septiembre,328.98,2021,Septiembre,202109.0
Pampeana,Leche fresca entera sachet,Litro,Año 2021 - Septiembre,98.86,2021,Septiembre,202109.0
Pampeana,Huevos de gallina,Docena,Año 2021 - Septiembre,155.75,2021,Septiembre,202109.0
Pampeana,Papa,kg,Año 2021 - Septiembre,49.98,2021,Septiembre,202109.0
Pampeana,Azúcar,kg,Año 2021 - Septiembre,82.34,2021,Septiembre,202109.0
Pampeana,Detergente líquido,750 cc,Año 2021 - Septiembre,102.17,2021,Septiembre,202109.0
Pampeana,Lavandina,1.000 cc,Año 2021 - Septiembre,66.69,2021,Septiembre,202109.0
Pampeana,Jabón de tocador,125 g,Año 2021 - Septiembre,62.57,2021,Septiembre,202109.0
Noreste,Pan francés,kg,Año 2021 - Septiembre,131.97,2021,Septiembre,202109.0
Noreste,Harina de trigo común,kg,Año 2021 - Septiembre,62.43,2021,Septiembre,202109.0
Noreste,Arroz blanco simple,kg,Año 2021 - Septiembre,125.41,2021,Septiembre,202109.0
Noreste,Fideos secos tipo guisero,500 g,Año 2021 - Septiembre,62.44,2021,Septiembre,202109.0
Noreste,Carne picada común,kg,Año 2021 - Septiembre,452.52,2021,Septiembre,202109.0
Noreste,Pollo entero,kg,Año 2021 - Septiembre,207.17,2021,Septiembre,202109.0
Noreste,Aceite de girasol,"1,5 litros",Año 2021 - Septiembre,384.81,2021,Septiembre,202109.0
Noreste,Leche fresca entera sachet,Litro,Año 2021 - Septiembre,108.87,2021,Septiembre,202109.0
Noreste,Huevos de gallina,Docena,Año 2021 - Septiembre,147.72,2021,Septiembre,202109.0
Noreste,Papa,kg,Año 2021 - Septiembre,50.95,2021,Septiembre,202109.0
Noreste,Azúcar,kg,Año 2021 - Septiembre,82.8,2021,Septiembre,202109.0
Noreste,Detergente líquido,750 cc,Año 2021 - Septiembre,90.54,2021,Septiembre,202109.0
Noreste,Lavandina,1.000 cc,Año 2021 - Septiembre,75.17,2021,Septiembre,202109.0
Noreste,Jabón de tocador,125 g,Año 2021 - Septiembre,59.88,2021,Septiembre,202109.0
Noroeste,Pan francés,kg,Año 2021 - Septiembre,147.57,2021,Septiembre,202109.0
Noroeste,Harina de trigo común,kg,Año 2021 - Septiembre,61.5,2021,Septiembre,202109.0
Noroeste,Arroz blanco simple,kg,Año 2021 - Septiembre,118.92,2021,Septiembre,202109.0
Noroeste,Fideos secos tipo guisero,500 g,Año 2021 - Septiembre,64.72,2021,Septiembre,202109.0
Noroeste,Carne picada común,kg,Año 2021 - Septiembre,450.0,2021,Septiembre,202109.0
Noroeste,Pollo entero,kg,Año 2021 - Septiembre,210.13,2021,Septiembre,202109.0
Noroeste,Aceite de girasol,"1,5 litros",Año 2021 - Septiembre,348.98,2021,Septiembre,202109.0
Noroeste,Leche fresca entera sachet,Litro,Año 2021 - Septiembre,101.63,2021,Septiembre,202109.0
Noroeste,Huevos de gallina,Docena,Año 2021 - Septiembre,142.07,2021,Septiembre,202109.0
Noroeste,Papa,kg,Año 2021 - Septiembre,40.43,2021,Septiembre,202109.0
Noroeste,Azúcar,kg,Año 2021 - Septiembre,75.3,2021,Septiembre,202109.0
Noroeste,Detergente líquido,750 cc,Año 2021 - Septiembre,101.57,2021,Septiembre,202109.0
Noroeste,Lavandina,1.000 cc,Año 2021 - Septiembre,72.77,2021,Septiembre,202109.0
Noroeste,Jabón de tocador,125 g,Año 2021 - Septiembre,62.17,2021,Septiembre,202109.0
Cuyo,Pan francés,kg,Año 2021 - Septiembre,139.25,2021,Septiembre,202109.0
Cuyo,Harina de trigo común,kg,Año 2021 - Septiembre,61.18,2021,Septiembre,202109.0
Cuyo,Arroz blanco simple,kg,Año 2021 - Septiembre,129.42,2021,Septiembre,202109.0
Cuyo,Fideos secos tipo guisero,500 g,Año 2021 - Septiembre,72.57,2021,Septiembre,202109.0
Cuyo,Carne picada común,kg,Año 2021 - Septiembre,427.17,2021,Septiembre,202109.0
Cuyo,Pollo entero,kg,Año 2021 - Septiembre,218.33,2021,Septiembre,202109.0
Cuyo,Aceite de girasol,"1,5 litros",Año 2021 - Septiembre,326.75,2021,Septiembre,202109.0
Cuyo,Leche fresca entera sachet,Litro,Año 2021 - Septiembre,104.78,2021,Septiembre,202109.0
Cuyo,Huevos de gallina,Docena,Año 2021 - Septiembre,149.18,2021,Septiembre,202109.0
Cuyo,Papa,kg,Año 2021 - Septiembre,46.48,2021,Septiembre,202109.0
Cuyo,Azúcar,kg,Año 2021 - Septiembre,79.07,2021,Septiembre,202109.0
Cuyo,Detergente líquido,750 cc,Año 2021 - Septiembre,101.53,2021,Septiembre,202109.0
Cuyo,Lavandina,1.000 cc,Año 2021 - Septiembre,65.29,2021,Septiembre,202109.0
Cuyo,Jabón de tocador,125 g,Año 2021 - Septiembre,58.96,2021,Septiembre,202109.0
Patagonia,Pan francés,kg,Año 2021 - Septiembre,185.07,2021,Septiembre,202109.0
Patagonia,Harina de trigo común,kg,Año 2021 - Septiembre,67.66,2021,Septiembre,202109.0
Patagonia,Arroz blanco simple,kg,Año 2021 - Septiembre,138.44,2021,Septiembre,202109.0
Patagonia,Fideos secos tipo guisero,500 g,Año 2021 - Septiembre,83.42,2021,Septiembre,202109.0
Patagonia,Carne picada común,kg,Año 2021 - Septiembre,544.36,2021,Septiembre,202109.0
Patagonia,Pollo entero,kg,Año 2021 - Septiembre,215.52,2021,Septiembre,202109.0
Patagonia,Aceite de girasol,"1,5 litros",Año 2021 - Septiembre,309.25,2021,Septiembre,202109.0
Patagonia,Leche fresca entera sachet,Litro,Año 2021 - Septiembre,107.05,2021,Septiembre,202109.0
Patagonia,Huevos de gallina,Docena,Año 2021 - Septiembre,173.13,2021,Septiembre,202109.0
Patagonia,Papa,kg,Año 2021 - Septiembre,71.14,2021,Septiembre,202109.0
Patagonia,Azúcar,kg,Año 2021 - Septiembre,87.23,2021,Septiembre,202109.0
Patagonia,Detergente líquido,750 cc,Año 2021 - Septiembre,172.43,2021,Septiembre,202109.0
Patagonia,Lavandina,1.000 cc,Año 2021 - Septiembre,66.66,2021,Septiembre,202109.0
Patagonia,Jabón de tocador,125 g,Año 2021 - Septiembre,63.97,2021,Septiembre,202109.0
GBA,Pan francés,kg,Año 2021 - Octubre,197.99,2021,Octubre,202110.0
GBA,Harina de trigo común,kg,Año 2021 - Octubre,59.29,2021,Octubre,202110.0
GBA,Arroz blanco simple,kg,Año 2021 - Octubre,116.74,2021,Octubre,202110.0
GBA,Fideos secos tipo guisero,500 g,Año 2021 - Octubre,77.52,2021,Octubre,202110.0
GBA,Carne picada común,kg,Año 2021 - Octubre,430.85,2021,Octubre,202110.0
GBA,Pollo entero,kg,Año 2021 - Octubre,208.68,2021,Octubre,202110.0
GBA,Aceite de girasol,"1,5 litros",Año 2021 - Octubre,290.33,2021,Octubre,202110.0
GBA,Leche fresca entera sachet,Litro,Año 2021 - Octubre,93.28,2021,Octubre,202110.0
GBA,Huevos de gallina,Docena,Año 2021 - Octubre,153.69,2021,Octubre,202110.0
GBA,Papa,kg,Año 2021 - Octubre,52.86,2021,Octubre,202110.0
GBA,Azúcar,kg,Año 2021 - Octubre,78.87,2021,Octubre,202110.0
GBA,Detergente líquido,750 cc,Año 2021 - Octubre,98.65,2021,Octubre,202110.0
GBA,Lavandina,1.000 cc,Año 2021 - Octubre,66.62,2021,Octubre,202110.0
GBA,Jabón de tocador,125 g,Año 2021 - Octubre,63.91,2021,Octubre,202110.0
Pampeana,Pan francés,kg,Año 2021 - Octubre,166.77,2021,Octubre,202110.0
Pampeana,Harina de trigo común,kg,Año 2021 - Octubre,64.9,2021,Octubre,202110.0
Pampeana,Arroz blanco simple,kg,Año 2021 - Octubre,131.74,2021,Octubre,202110.0
Pampeana,Fideos secos tipo guisero,500 g,Año 2021 - Octubre,76.92,2021,Octubre,202110.0
Pampeana,Carne picada común,kg,Año 2021 - Octubre,475.02,2021,Octubre,202110.0
Pampeana,Pollo entero,kg,Año 2021 - Octubre,225.66,2021,Octubre,202110.0
Pampeana,Aceite de girasol,"1,5 litros",Año 2021 - Octubre,334.51,2021,Octubre,202110.0
Pampeana,Leche fresca entera sachet,Litro,Año 2021 - Octubre,101.38,2021,Octubre,202110.0
Pampeana,Huevos de gallina,Docena,Año 2021 - Octubre,157.16,2021,Octubre,202110.0
Pampeana,Papa,kg,Año 2021 - Octubre,51.42,2021,Octubre,202110.0
Pampeana,Azúcar,kg,Año 2021 - Octubre,85.8,2021,Octubre,202110.0
Pampeana,Detergente líquido,750 cc,Año 2021 - Octubre,106.87,2021,Octubre,202110.0
Pampeana,Lavandina,1.000 cc,Año 2021 - Octubre,68.88,2021,Octubre,202110.0
Pampeana,Jabón de tocador,125 g,Año 2021 - Octubre,65.48,2021,Octubre,202110.0
Noreste,Pan francés,kg,Año 2021 - Octubre,136.27,2021,Octubre,202110.0
Noreste,Harina de trigo común,kg,Año 2021 - Octubre,62.87,2021,Octubre,202110.0
Noreste,Arroz blanco simple,kg,Año 2021 - Octubre,125.91,2021,Octubre,202110.0
Noreste,Fideos secos tipo guisero,500 g,Año 2021 - Octubre,64.29,2021,Octubre,202110.0
Noreste,Carne picada común,kg,Año 2021 - Octubre,461.13,2021,Octubre,202110.0
Noreste,Pollo entero,kg,Año 2021 - Octubre,212.79,2021,Octubre,202110.0
Noreste,Aceite de girasol,"1,5 litros",Año 2021 - Octubre,396.72,2021,Octubre,202110.0
Noreste,Leche fresca entera sachet,Litro,Año 2021 - Octubre,113.22,2021,Octubre,202110.0
Noreste,Huevos de gallina,Docena,Año 2021 - Octubre,149.8,2021,Octubre,202110.0
Noreste,Papa,kg,Año 2021 - Octubre,51.52,2021,Octubre,202110.0
Noreste,Azúcar,kg,Año 2021 - Octubre,85.09,2021,Octubre,202110.0
Noreste,Detergente líquido,750 cc,Año 2021 - Octubre,94.1,2021,Octubre,202110.0
Noreste,Lavandina,1.000 cc,Año 2021 - Octubre,79.0,2021,Octubre,202110.0
Noreste,Jabón de tocador,125 g,Año 2021 - Octubre,61.8,2021,Octubre,202110.0
Noroeste,Pan francés,kg,Año 2021 - Octubre,147.97,2021,Octubre,202110.0
Noroeste,Harina de trigo común,kg,Año 2021 - Octubre,62.99,2021,Octubre,202110.0
Noroeste,Arroz blanco simple,kg,Año 2021 - Octubre,120.13,2021,Octubre,202110.0
Noroeste,Fideos secos tipo guisero,500 g,Año 2021 - Octubre,66.06,2021,Octubre,202110.0
Noroeste,Carne picada común,kg,Año 2021 - Octubre,463.76,2021,Octubre,202110.0
Noroeste,Pollo entero,kg,Año 2021 - Octubre,220.16,2021,Octubre,202110.0
Noroeste,Aceite de girasol,"1,5 litros",Año 2021 - Octubre,351.97,2021,Octubre,202110.0
Noroeste,Leche fresca entera sachet,Litro,Año 2021 - Octubre,104.0,2021,Octubre,202110.0
Noroeste,Huevos de gallina,Docena,Año 2021 - Octubre,141.63,2021,Octubre,202110.0
Noroeste,Papa,kg,Año 2021 - Octubre,40.14,2021,Octubre,202110.0
Noroeste,Azúcar,kg,Año 2021 - Octubre,77.72,2021,Octubre,202110.0
Noroeste,Detergente líquido,750 cc,Año 2021 - Octubre,104.63,2021,Octubre,202110.0
Noroeste,Lavandina,1.000 cc,Año 2021 - Octubre,74.28,2021,Octubre,202110.0
Noroeste,Jabón de tocador,125 g,Año 2021 - Octubre,64.52,2021,Octubre,202110.0
Cuyo,Pan francés,kg,Año 2021 - Octubre,140.41,2021,Octubre,202110.0
Cuyo,Harina de trigo común,kg,Año 2021 - Octubre,62.29,2021,Octubre,202110.0
Cuyo,Arroz blanco simple,kg,Año 2021 - Octubre,131.94,2021,Octubre,202110.0
Cuyo,Fideos secos tipo guisero,500 g,Año 2021 - Octubre,75.05,2021,Octubre,202110.0
Cuyo,Carne picada común,kg,Año 2021 - Octubre,425.62,2021,Octubre,202110.0
Cuyo,Pollo entero,kg,Año 2021 - Octubre,225.53,2021,Octubre,202110.0
Cuyo,Aceite de girasol,"1,5 litros",Año 2021 - Octubre,317.52,2021,Octubre,202110.0
Cuyo,Leche fresca entera sachet,Litro,Año 2021 - Octubre,109.46,2021,Octubre,202110.0
Cuyo,Huevos de gallina,Docena,Año 2021 - Octubre,150.68,2021,Octubre,202110.0
Cuyo,Papa,kg,Año 2021 - Octubre,49.03,2021,Octubre,202110.0
Cuyo,Azúcar,kg,Año 2021 - Octubre,82.75,2021,Octubre,202110.0
Cuyo,Detergente líquido,750 cc,Año 2021 - Octubre,105.69,2021,Octubre,202110.0
Cuyo,Lavandina,1.000 cc,Año 2021 - Octubre,69.7,2021,Octubre,202110.0
Cuyo,Jabón de tocador,125 g,Año 2021 - Octubre,64.28,2021,Octubre,202110.0
Patagonia,Pan francés,kg,Año 2021 - Octubre,192.71,2021,Octubre,202110.0
Patagonia,Harina de trigo común,kg,Año 2021 - Octubre,68.44,2021,Octubre,202110.0
Patagonia,Arroz blanco simple,kg,Año 2021 - Octubre,142.53,2021,Octubre,202110.0
Patagonia,Fideos secos tipo guisero,500 g,Año 2021 - Octubre,84.92,2021,Octubre,202110.0
Patagonia,Carne picada común,kg,Año 2021 - Octubre,540.21,2021,Octubre,202110.0
Patagonia,Pollo entero,kg,Año 2021 - Octubre,227.76,2021,Octubre,202110.0
Patagonia,Aceite de girasol,"1,5 litros",Año 2021 - Octubre,305.18,2021,Octubre,202110.0
Patagonia,Leche fresca entera sachet,Litro,Año 2021 - Octubre,110.16,2021,Octubre,202110.0
Patagonia,Huevos de gallina,Docena,Año 2021 - Octubre,175.68,2021,Octubre,202110.0
Patagonia,Papa,kg,Año 2021 - Octubre,74.29,2021,Octubre,202110.0
Patagonia,Azúcar,kg,Año 2021 - Octubre,89.06,2021,Octubre,202110.0
Patagonia,Detergente líquido,750 cc,Año 2021 - Octubre,178.22,2021,Octubre,202110.0
Patagonia,Lavandina,1.000 cc,Año 2021 - Octubre,67.2,2021,Octubre,202110.0
Patagonia,Jabón de tocador,125 g,Año 2021 - Octubre,64.91,2021,Octubre,202110.0
GBA,Pan francés,kg,Año 2021 - Noviembre,204.32,2021,Noviembre,202111.0
GBA,Harina de trigo común,kg,Año 2021 - Noviembre,59.37,2021,Noviembre,202111.0
GBA,Arroz blanco simple,kg,Año 2021 - Noviembre,114.43,2021,Noviembre,202111.0
GBA,Fideos secos tipo guisero,500 g,Año 2021 - Noviembre,76.95,2021,Noviembre,202111.0
GBA,Carne picada común,kg,Año 2021 - Noviembre,479.86,2021,Noviembre,202111.0
GBA,Pollo entero,kg,Año 2021 - Noviembre,217.62,2021,Noviembre,202111.0
GBA,Aceite de girasol,"1,5 litros",Año 2021 - Noviembre,289.3,2021,Noviembre,202111.0
GBA,Leche fresca entera sachet,Litro,Año 2021 - Noviembre,89.46,2021,Noviembre,202111.0
GBA,Huevos de gallina,Docena,Año 2021 - Noviembre,155.52,2021,Noviembre,202111.0
GBA,Papa,kg,Año 2021 - Noviembre,55.84,2021,Noviembre,202111.0
GBA,Azúcar,kg,Año 2021 - Noviembre,79.26,2021,Noviembre,202111.0
GBA,Detergente líquido,750 cc,Año 2021 - Noviembre,104.38,2021,Noviembre,202111.0
GBA,Lavandina,1.000 cc,Año 2021 - Noviembre,67.05,2021,Noviembre,202111.0
GBA,Jabón de tocador,125 g,Año 2021 - Noviembre,67.78,2021,Noviembre,202111.0
Pampeana,Pan francés,kg,Año 2021 - Noviembre,169.24,2021,Noviembre,202111.0
Pampeana,Harina de trigo común,kg,Año 2021 - Noviembre,66.22,2021,Noviembre,202111.0
Pampeana,Arroz blanco simple,kg,Año 2021 - Noviembre,132.61,2021,Noviembre,202111.0
Pampeana,Fideos secos tipo guisero,500 g,Año 2021 - Noviembre,77.52,2021,Noviembre,202111.0
Pampeana,Carne picada común,kg,Año 2021 - Noviembre,504.49,2021,Noviembre,202111.0
Pampeana,Pollo entero,kg,Año 2021 - Noviembre,232.3,2021,Noviembre,202111.0
Pampeana,Aceite de girasol,"1,5 litros",Año 2021 - Noviembre,334.56,2021,Noviembre,202111.0
Pampeana,Leche fresca entera sachet,Litro,Año 2021 - Noviembre,100.15,2021,Noviembre,202111.0
Pampeana,Huevos de gallina,Docena,Año 2021 - Noviembre,157.64,2021,Noviembre,202111.0
Pampeana,Papa,kg,Año 2021 - Noviembre,56.54,2021,Noviembre,202111.0
Pampeana,Azúcar,kg,Año 2021 - Noviembre,87.95,2021,Noviembre,202111.0
Pampeana,Detergente líquido,750 cc,Año 2021 - Noviembre,108.78,2021,Noviembre,202111.0
Pampeana,Lavandina,1.000 cc,Año 2021 - Noviembre,71.6,2021,Noviembre,202111.0
Pampeana,Jabón de tocador,125 g,Año 2021 - Noviembre,67.66,2021,Noviembre,202111.0
Noreste,Pan francés,kg,Año 2021 - Noviembre,139.34,2021,Noviembre,202111.0
Noreste,Harina de trigo común,kg,Año 2021 - Noviembre,64.08,2021,Noviembre,202111.0
Noreste,Arroz blanco simple,kg,Año 2021 - Noviembre,126.67,2021,Noviembre,202111.0
Noreste,Fideos secos tipo guisero,500 g,Año 2021 - Noviembre,65.33,2021,Noviembre,202111.0
Noreste,Carne picada común,kg,Año 2021 - Noviembre,489.91,2021,Noviembre,202111.0
Noreste,Pollo entero,kg,Año 2021 - Noviembre,218.38,2021,Noviembre,202111.0
Noreste,Aceite de girasol,"1,5 litros",Año 2021 - Noviembre,392.33,2021,Noviembre,202111.0
Noreste,Leche fresca entera sachet,Litro,Año 2021 - Noviembre,113.13,2021,Noviembre,202111.0
Noreste,Huevos de gallina,Docena,Año 2021 - Noviembre,149.86,2021,Noviembre,202111.0
Noreste,Papa,kg,Año 2021 - Noviembre,54.24,2021,Noviembre,202111.0
Noreste,Azúcar,kg,Año 2021 - Noviembre,86.11,2021,Noviembre,202111.0
Noreste,Detergente líquido,750 cc,Año 2021 - Noviembre,96.27,2021,Noviembre,202111.0
Noreste,Lavandina,1.000 cc,Año 2021 - Noviembre,81.7,2021,Noviembre,202111.0
Noreste,Jabón de tocador,125 g,Año 2021 - Noviembre,62.74,2021,Noviembre,202111.0
Noroeste,Pan francés,kg,Año 2021 - Noviembre,151.19,2021,Noviembre,202111.0
Noroeste,Harina de trigo común,kg,Año 2021 - Noviembre,64.43,2021,Noviembre,202111.0
Noroeste,Arroz blanco simple,kg,Año 2021 - Noviembre,122.31,2021,Noviembre,202111.0
Noroeste,Fideos secos tipo guisero,500 g,Año 2021 - Noviembre,66.32,2021,Noviembre,202111.0
Noroeste,Carne picada común,kg,Año 2021 - Noviembre,488.22,2021,Noviembre,202111.0
Noroeste,Pollo entero,kg,Año 2021 - Noviembre,224.87,2021,Noviembre,202111.0
Noroeste,Aceite de girasol,"1,5 litros",Año 2021 - Noviembre,348.38,2021,Noviembre,202111.0
Noroeste,Leche fresca entera sachet,Litro,Año 2021 - Noviembre,104.71,2021,Noviembre,202111.0
Noroeste,Huevos de gallina,Docena,Año 2021 - Noviembre,140.34,2021,Noviembre,202111.0
Noroeste,Papa,kg,Año 2021 - Noviembre,42.22,2021,Noviembre,202111.0
Noroeste,Azúcar,kg,Año 2021 - Noviembre,79.15,2021,Noviembre,202111.0
Noroeste,Detergente líquido,750 cc,Año 2021 - Noviembre,105.15,2021,Noviembre,202111.0
Noroeste,Lavandina,1.000 cc,Año 2021 - Noviembre,75.67,2021,Noviembre,202111.0
Noroeste,Jabón de tocador,125 g,Año 2021 - Noviembre,65.04,2021,Noviembre,202111.0
Cuyo,Pan francés,kg,Año 2021 - Noviembre,144.22,2021,Noviembre,202111.0
Cuyo,Harina de trigo común,kg,Año 2021 - Noviembre,62.17,2021,Noviembre,202111.0
Cuyo,Arroz blanco simple,kg,Año 2021 - Noviembre,131.3,2021,Noviembre,202111.0
Cuyo,Fideos secos tipo guisero,500 g,Año 2021 - Noviembre,74.52,2021,Noviembre,202111.0
Cuyo,Carne picada común,kg,Año 2021 - Noviembre,460.87,2021,Noviembre,202111.0
Cuyo,Pollo entero,kg,Año 2021 - Noviembre,231.86,2021,Noviembre,202111.0
Cuyo,Aceite de girasol,"1,5 litros",Año 2021 - Noviembre,316.06,2021,Noviembre,202111.0
Cuyo,Leche fresca entera sachet,Litro,Año 2021 - Noviembre,109.82,2021,Noviembre,202111.0
Cuyo,Huevos de gallina,Docena,Año 2021 - Noviembre,151.26,2021,Noviembre,202111.0
Cuyo,Papa,kg,Año 2021 - Noviembre,54.91,2021,Noviembre,202111.0
Cuyo,Azúcar,kg,Año 2021 - Noviembre,84.55,2021,Noviembre,202111.0
Cuyo,Detergente líquido,750 cc,Año 2021 - Noviembre,107.68,2021,Noviembre,202111.0
Cuyo,Lavandina,1.000 cc,Año 2021 - Noviembre,70.23,2021,Noviembre,202111.0
Cuyo,Jabón de tocador,125 g,Año 2021 - Noviembre,66.86,2021,Noviembre,202111.0
Patagonia,Pan francés,kg,Año 2021 - Noviembre,197.42,2021,Noviembre,202111.0
Patagonia,Harina de trigo común,kg,Año 2021 - Noviembre,67.84,2021,Noviembre,202111.0
Patagonia,Arroz blanco simple,kg,Año 2021 - Noviembre,141.1,2021,Noviembre,202111.0
Patagonia,Fideos secos tipo guisero,500 g,Año 2021 - Noviembre,86.4,2021,Noviembre,202111.0
Patagonia,Carne picada común,kg,Año 2021 - Noviembre,559.7,2021,Noviembre,202111.0
Patagonia,Pollo entero,kg,Año 2021 - Noviembre,233.58,2021,Noviembre,202111.0
Patagonia,Aceite de girasol,"1,5 litros",Año 2021 - Noviembre,302.44,2021,Noviembre,202111.0
Patagonia,Leche fresca entera sachet,Litro,Año 2021 - Noviembre,105.96,2021,Noviembre,202111.0
Patagonia,Huevos de gallina,Docena,Año 2021 - Noviembre,177.2,2021,Noviembre,202111.0
Patagonia,Papa,kg,Año 2021 - Noviembre,76.92,2021,Noviembre,202111.0
Patagonia,Azúcar,kg,Año 2021 - Noviembre,90.66,2021,Noviembre,202111.0
Patagonia,Detergente líquido,750 cc,Año 2021 - Noviembre,189.42,2021,Noviembre,202111.0
Patagonia,Lavandina,1.000 cc,Año 2021 - Noviembre,68.74,2021,Noviembre,202111.0
Patagonia,Jabón de tocador,125 g,Año 2021 - Noviembre,67.5,2021,Noviembre,202111.0
GBA,Pan francés,kg,Año 2021 - Diciembre,207.97,2021,Diciembre,202112.0
GBA,Harina de trigo común,kg,Año 2021 - Diciembre,59.46,2021,Diciembre,202112.0
GBA,Arroz blanco simple,kg,Año 2021 - Diciembre,114.82,2021,Diciembre,202112.0
GBA,Fideos secos tipo guisero,500 g,Año 2021 - Diciembre,78.44,2021,Diciembre,202112.0
GBA,Carne picada común,kg,Año 2021 - Diciembre,507.32,2021,Diciembre,202112.0
GBA,Pollo entero,kg,Año 2021 - Diciembre,223.64,2021,Diciembre,202112.0
GBA,Aceite de girasol,"1,5 litros",Año 2021 - Diciembre,296.67,2021,Diciembre,202112.0
GBA,Leche fresca entera sachet,Litro,Año 2021 - Diciembre,90.29,2021,Diciembre,202112.0
GBA,Huevos de gallina,Docena,Año 2021 - Diciembre,159.68,2021,Diciembre,202112.0
